NAME,CLUB,LEAGUE,POSITION,TIER,RATING,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICAL
Suleiman Abdullahi,1. FC Union Berlin,Germany 1. Bundesliga,RW,Silver,71,76,30,51,58,70,75
Ben Godfrey,Norwich City,England Premier League,CB,Silver,71,73,56,62,70,67,77
Kingsley Ehizibue,1. FC Köln,Germany 1. Bundesliga,RB,Silver,71,76,67,66,73,43,59
Nery Leyes,Deportes Antofagasta,Chile Campeonato Nacional Scotiabank,CDM,Silver,71,92,61,66,66,48,69
Esteban Burgos,SD Eibar,Spain Primera Division,CB,Silver,71,73,65,68,72,28,58
Haris Belkebla,Stade Brestois 29,France Ligue 1,CDM,Silver,71,74,29,45,51,70,75
Agustín Farías,Palestino,Chile Campeonato Nacional Scotiabank,CDM,Silver,71,60,70,69,71,65,71
Nicolás Oroz,Deportes Ñuñoa,Chile Campeonato Nacional Scotiabank,CAM,Silver,71,77,60,70,73,49,57
Benno Schmitz,1. FC Köln,Germany 1. Bundesliga,RB,Silver,71,83,67,67,71,58,68
Mattia Zaccagni,Hellas Verona,Italy Serie A,CAM,Silver,71,83,65,60,77,55,69
Joel Pohjanpalo,Bayer 04 Leverkusen,Germany 1. Bundesliga,ST,Silver,71,71,71,51,68,29,75
Martin Valjent,RCD Mallorca,Spain Primera Division,CB,Silver,71,82,70,67,69,64,72
Sebastián Silva,Coquimbo Unido,Chile Campeonato Nacional Scotiabank,CB,Silver,71,65,60,70,70,64,81
César Pinares,Universidad Católica,Chile Campeonato Nacional Scotiabank,CAM,Silver,71,76,64,68,71,45,65
Bartosz Kapustka,Leicester City,England Premier League,LM,Silver,71,64,35,52,58,70,74
Patricio Rubio,Universidad de Concepción,Chile Campeonato Nacional Scotiabank,ST,Silver,71,83,67,58,66,28,81
Jean-Charles Castelletto,Stade Brestois 29,France Ligue 1,CB,Silver,71,77,68,66,74,50,59
Romain Philippoteaux,Nîmes Olympique,France Ligue 1,LM,Silver,71,68,66,69,68,71,72
Lewis Baker,Fortuna Düsseldorf,Germany 1. Bundesliga,CM,Silver,71,68,35,56,47,67,82
Ricardo Kishna,Lazio,Italy Serie A,LW,Silver,71,75,50,63,68,66,76
Haitam Aleesami,Amiens SC,France Ligue 1,LB,Silver,71,70,39,56,54,68,77
Ángelo Henríquez,Deportes Ñuñoa,Chile Campeonato Nacional Scotiabank,ST,Silver,71,81,47,63,67,68,71
Thomas Pledl,Fortuna Düsseldorf,Germany 1. Bundesliga,RM,Silver,71,59,72,59,64,26,78
Stefano Magnasco,Universidad Católica,Chile Campeonato Nacional Scotiabank,RB,Silver,71,58,47,61,63,69,76
Gonzalo Espinoza,Deportes Ñuñoa,Chile Campeonato Nacional Scotiabank,CM,Silver,71,54,50,52,50,70,79
Dimitri Bisoli,Brescia,Italy Serie A,CM,Silver,71,66,50,65,70,71,75
Dan Burn,Brighton & Hove Albion,England Premier League,CB,Silver,71,69,69,65,71,42,69
Marco Davide Faraoni,Hellas Verona,Italy Serie A,RM,Silver,71,44,68,71,69,61,78
Jack Colback,Newcastle United,England Premier League,CDM,Silver,71,51,45,52,44,69,82
Gabriele Angella,Udinese,Italy Serie A,CB,Silver,71,67,57,70,69,65,68
Gaëtan Belaud,Stade Brestois 29,France Ligue 1,RB,Silver,71,64,59,67,69,65,64
Julien Faussurier,Stade Brestois 29,France Ligue 1,RM,Silver,71,61,32,42,53,70,74
Marco Mancosu,Lecce,Italy Serie A,CAM,Silver,71,81,61,63,69,64,69
Uwe Hünemeier,SC Paderborn 07,Germany 1. Bundesliga,CB,Silver,71,64,69,71,70,62,75
Alexander Tettey,Norwich City,England Premier League,CDM,Silver,71,73,58,68,73,57,79
Jakob Poulsen,Girondins de Bordeaux,France Ligue 1,CM,Silver,71,76,66,68,71,68,65
Claud Adjapong,Sassuolo,Italy Serie A,LM,Silver,71,56,67,54,62,26,78
Bremer,Torino,Italy Serie A,CB,Silver,71,63,53,66,71,58,57
Jordan Siebatcheu,Stade Rennais,France Ligue 1,ST,Silver,71,84,61,64,74,31,64
Samuel Moutoussamy,FC Nantes,France Ligue 1,CM,Silver,71,63,33,48,48,70,71
Timor,Getafe CF,Spain Primera Division,CM,Silver,71,34,32,48,41,71,70
Riqui Puig,FC Barcelona,Spain Primera Division,CM,Silver,71,93,65,56,69,25,64
Lluis López,RCD Espanyol,Spain Primera Division,CB,Silver,71,71,55,71,68,62,81
Antonino Barillà,Parma,Italy Serie A,CM,Silver,71,91,55,64,68,63,57
Daniele Dessena,Brescia,Italy Serie A,CM,Silver,71,62,40,63,60,67,77
Cristian Ganea,Athletic Club de Bilbao,Spain Primera Division,LB,Silver,71,70,41,59,64,67,73
Paolo Faragò,Cagliari,Italy Serie A,CM,Silver,71,67,56,69,67,69,62
Jean Zimmer,Fortuna Düsseldorf,Germany 1. Bundesliga,RB,Silver,71,88,66,61,72,29,52
Marko Pajač,Cagliari,Italy Serie A,LM,Silver,71,71,60,63,69,68,76
Lukas Kübler,SC Freiburg,Germany 1. Bundesliga,RB,Silver,71,60,58,65,68,69,69
Filippo Romagna,Sassuolo,Italy Serie A,CB,Silver,71,86,36,58,72,64,72
Gerrit Holtmann,SC Paderborn 07,Germany 1. Bundesliga,LM,Silver,71,64,41,58,60,70,57
Federico Ceccherini,Fiorentina,Italy Serie A,CB,Silver,71,64,57,69,63,67,72
Leonardo Suárez,Villarreal CF,Spain Primera Division,RM,Silver,71,60,42,42,46,71,72
Paulinho,Bayer 04 Leverkusen,Germany 1. Bundesliga,RM,Silver,71,83,58,64,77,43,72
Jacopo Sala,Spal,Italy Serie A,RB,Silver,71,78,56,66,75,41,47
Ibrahima Sissoko,RC Strasbourg,France Ligue 1,CM,Silver,71,40,59,75,65,54,64
Giuseppe Pezzella,Udinese,Italy Serie A,LB,Silver,71,61,54,67,69,66,72
Kevin Danso,Southampton,England Premier League,CB,Silver,71,74,36,53,61,69,70
Kevin Bonifazi,Torino,Italy Serie A,CB,Silver,71,76,32,57,66,68,73
Lys Mousset,Sheffield United,England Premier League,ST,Silver,71,78,64,65,72,34,52
Fredrik Jensen,FC Augsburg,Germany 1. Bundesliga,CAM,Silver,71,83,59,64,69,65,70
Moussa Wagué,FC Barcelona,Spain Primera Division,RB,Silver,71,77,70,49,63,35,84
Bartosz Salamon,Spal,Italy Serie A,CB,Silver,71,75,69,53,72,36,51
Jordi Calavera,SD Eibar,Spain Primera Division,RB,Silver,71,76,65,67,75,34,64
Patrick Burner,OGC Nice,France Ligue 1,RB,Silver,71,76,63,67,72,40,38
Antoñito,Real Valladolid,Spain Primera Division,RB,Silver,71,75,61,69,73,65,60
Jordan Lefort,Amiens SC,France Ligue 1,CB,Silver,71,72,68,55,68,23,78
Jean-Clair Todibo,FC Barcelona,Spain Primera Division,CB,Silver,71,82,60,62,78,39,52
Ludovic Baal,Stade Brestois 29,France Ligue 1,LB,Silver,71,84,64,43,66,36,72
Phillipp Mwene,1. FSV Mainz 05,Germany 1. Bundesliga,RB,Silver,71,79,65,65,69,67,75
Pascal Köpke,Hertha BSC,Germany 1. Bundesliga,ST,Silver,71,57,69,70,67,49,69
Ignatius Ganago,OGC Nice,France Ligue 1,ST,Silver,71,62,69,50,68,30,74
Alessandro Matri,Brescia,Italy Serie A,ST,Silver,71,90,35,57,67,65,74
Racine Coly,OGC Nice,France Ligue 1,LB,Silver,71,74,68,54,65,33,69
Mehdi Bourabia,Sassuolo,Italy Serie A,CM,Silver,71,76,44,60,67,66,48
Amir Abrashi,SC Freiburg,Germany 1. Bundesliga,CDM,Silver,71,91,66,58,76,24,61
William Saliba,AS Saint-Étienne,France Ligue 1,CB,Silver,71,65,38,50,55,69,73
Jean Lucas,Olympique Lyonnais,France Ligue 1,CM,Silver,70,91,44,56,68,64,71
Boulaye Dia,Stade de Reims,France Ligue 1,ST,Silver,70,68,51,59,71,73,60
Sebastiaan Bornauw,1. FC Köln,Germany 1. Bundesliga,CB,Silver,70,74,65,66,72,31,55
Nikolas Špalek,Brescia,Italy Serie A,CAM,Silver,70,82,68,61,70,37,68
Eduard Bello,Deportes Antofagasta,Chile Campeonato Nacional Scotiabank,RM,Silver,70,60,62,71,75,48,39
Mohamed Dräger,SC Paderborn 07,Germany 1. Bundesliga,RB,Silver,70,77,67,62,68,37,78
Rogério,Sassuolo,Italy Serie A,LB,Silver,70,50,34,50,53,70,76
Jamilu Collins,SC Paderborn 07,Germany 1. Bundesliga,LB,Silver,70,84,56,61,67,65,79
Gorosabel,Real Sociedad,Spain Primera Division,RB,Silver,70,50,26,54,53,68,76
Ludovit Reis,FC Barcelona,Spain Primera Division,CDM,Silver,70,70,68,73,68,51,70
Yıldırım Mert Çetin,Roma,Italy Serie A,CB,Silver,70,67,53,68,68,65,71
Haris Duljević,Nîmes Olympique,France Ligue 1,LW,Silver,70,80,66,64,72,27,69
Ruben Vargas,FC Augsburg,Germany 1. Bundesliga,RM,Silver,70,59,35,43,51,69,75
Han Kwang Song,Cagliari,Italy Serie A,ST,Silver,70,74,63,65,75,41,60
Hiroki Abe,FC Barcelona,Spain Primera Division,LM,Silver,70,55,50,55,64,67,82
Takefusa Kubo,Real Madrid,Spain Primera Division,RM,Silver,70,82,63,63,72,31,46
Habib Maïga,FC Metz,France Ligue 1,CDM,Silver,70,85,59,64,73,66,58
Rafa Navarro,Deportivo Alavés,Spain Primera Division,RB,Silver,70,78,62,66,74,27,66
Marco Varnier,Atalanta,Italy Serie A,CB,Silver,70,60,68,68,65,64,82
Mamadou Fofana,FC Metz,France Ligue 1,CDM,Silver,70,83,67,61,71,25,61
Salih Özcan,1. FC Köln,Germany 1. Bundesliga,CM,Silver,70,75,51,65,71,65,72
Joan Sastre,RCD Mallorca,Spain Primera Division,RB,Silver,70,70,53,61,62,68,79
Ezri Konsa,Aston Villa,England Premier League,CB,Silver,70,73,64,65,72,57,70
Andrea Cistana,Brescia,Italy Serie A,CB,Silver,70,81,67,63,68,37,68
Ignacio Jeraldino,Audax Italiano,Chile Campeonato Nacional Scotiabank,ST,Silver,70,30,35,41,41,71,79
Arnaud Lusamba,OGC Nice,France Ligue 1,CM,Silver,70,71,55,65,69,65,69
Luis Rioja,Deportivo Alavés,Spain Primera Division,LM,Silver,70,72,53,64,69,65,82
Morten Thorsby,Sampdoria,Italy Serie A,CM,Silver,70,47,31,49,45,70,76
Rodrigo Echeverría,Deportes Ñuñoa,Chile Campeonato Nacional Scotiabank,CB,Silver,70,67,26,46,60,68,76
Jack Stacey,Bournemouth,England Premier League,RB,Silver,70,44,46,72,66,66,64
Franck Honorat,AS Saint-Étienne,France Ligue 1,RM,Silver,70,68,60,66,66,66,73
Ernesto Torregrossa,Brescia,Italy Serie A,ST,Silver,70,82,59,62,74,22,47
Liam Henderson,Hellas Verona,Italy Serie A,CM,Silver,70,37,39,48,44,68,73
César Fuentes,Universidad Católica,Chile Campeonato Nacional Scotiabank,CDM,Silver,70,71,51,58,52,68,79
Unai García,CA Osasuna,Spain Primera Division,CB,Silver,70,66,40,62,68,68,77
Marcus Ingvartsen,1. FC Union Berlin,Germany 1. Bundesliga,ST,Silver,70,50,50,63,65,69,73
Pablo Alvarado,Union La Calera,Chile Campeonato Nacional Scotiabank,CB,Silver,70,80,58,64,70,66,70
Diego Rojas,Union La Calera,Chile Campeonato Nacional Scotiabank,CAM,Silver,70,46,30,54,53,69,81
Marcos Bolados,CD Viñazur,Chile Campeonato Nacional Scotiabank,RW,Silver,70,78,66,57,68,39,76
Rubén Farfán,Coquimbo Unido,Chile Campeonato Nacional Scotiabank,RW,Silver,70,63,52,65,64,70,73
Maximiliano Cerato,Everton de Viña del Mar,Chile Campeonato Nacional Scotiabank,RW,Silver,70,90,66,62,69,37,66
Matías Navarrete,Union La Calera,Chile Campeonato Nacional Scotiabank,CB,Silver,70,63,63,63,65,70,70
Sebastián Ubilla,Deportes Ñuñoa,Chile Campeonato Nacional Scotiabank,ST,Silver,70,74,70,68,70,49,69
Valber Huerta,Universidad Católica,Chile Campeonato Nacional Scotiabank,CB,Silver,70,88,64,66,76,58,63
Christian Vilches,Union La Calera,Chile Campeonato Nacional Scotiabank,CB,Silver,70,75,58,66,68,66,67
Rafael Caroca,Deportes Ñuñoa,Chile Campeonato Nacional Scotiabank,CDM,Silver,70,76,60,64,72,26,65
Mauro Caballero,Unión Española,Chile Campeonato Nacional Scotiabank,ST,Silver,70,67,39,54,54,66,76
Robert Andrich,1. FC Union Berlin,Germany 1. Bundesliga,CM,Silver,70,77,68,70,70,60,71
Philip Heise,Norwich City,England Premier League,LB,Silver,70,75,54,65,63,67,68
Ben Zolinski,SC Paderborn 07,Germany 1. Bundesliga,ST,Silver,70,68,68,68,69,59,67
Cristóbal Jorquera,Palestino,Chile Campeonato Nacional Scotiabank,CM,Silver,70,84,67,68,74,64,63
Duvier Riascos,Universidad Católica,Chile Campeonato Nacional Scotiabank,ST,Silver,70,71,60,64,67,65,79
Cristian Battocchio,Stade Brestois 29,France Ligue 1,CM,Silver,70,55,47,54,49,70,72
Abdón Prats,RCD Mallorca,Spain Primera Division,ST,Silver,70,70,70,49,62,30,80
Akaki Gogia,1. FC Union Berlin,Germany 1. Bundesliga,RW,Silver,70,42,63,68,64,68,70
Bruno Martella,Brescia,Italy Serie A,LB,Silver,70,74,60,63,68,67,73
Andrea La Mantia,Lecce,Italy Serie A,ST,Silver,70,56,69,57,63,36,82
Luca Tremolada,Brescia,Italy Serie A,CAM,Silver,70,71,57,69,68,67,74
Léo Lacroix,AS Saint-Étienne,France Ligue 1,CB,Silver,70,71,70,63,69,36,63
Aridai,RCD Mallorca,Spain Primera Division,RM,Silver,70,48,59,57,59,73,79
Dennis Appiah,FC Nantes,France Ligue 1,RB,Silver,70,67,72,69,69,67,71
Grant Hanley,Norwich City,England Premier League,CB,Silver,70,63,69,74,69,59,66
Diego Contento,Fortuna Düsseldorf,Germany 1. Bundesliga,LB,Silver,70,55,65,72,70,56,66
Marco Calderoni,Lecce,Italy Serie A,LB,Silver,70,33,66,73,61,65,67
Villalibre,Athletic Club de Bilbao,Spain Primera Division,ST,Silver,70,63,66,69,71,62,66
Felix Kroos,1. FC Union Berlin,Germany 1. Bundesliga,CDM,Silver,70,61,69,56,63,30,77
Ahmed Elmohamady,Aston Villa,England Premier League,RB,Silver,70,52,73,65,66,69,80
Yassine El Ghanassy,FC Nantes,France Ligue 1,LM,Silver,70,54,72,56,60,41,69
Aridane,CA Osasuna,Spain Primera Division,CB,Silver,70,34,60,62,64,68,69
Matías Rodríguez,Deportes Ñuñoa,Chile Campeonato Nacional Scotiabank,RB,Silver,70,56,33,60,62,71,71
Henri Lansbury,Aston Villa,England Premier League,CM,Silver,70,33,42,53,57,71,69
Marcelo Larrondo,Union La Calera,Chile Campeonato Nacional Scotiabank,ST,Silver,70,64,70,45,67,22,63
Luigi Vitale,Hellas Verona,Italy Serie A,LM,Silver,70,65,68,72,70,35,56
Neil Taylor,Aston Villa,England Premier League,LB,Silver,70,70,72,61,70,26,61
Ramón Fernández,O'Higgins,Chile Campeonato Nacional Scotiabank,CAM,Silver,70,74,46,62,70,67,67
Leon Clarke,Sheffield United,England Premier League,ST,Silver,70,75,46,62,70,67,55
Daniele Gastaldello,Brescia,Italy Serie A,CB,Silver,70,66,60,65,73,51,48
Jaime Valdés,CD Viñazur,Chile Campeonato Nacional Scotiabank,CM,Silver,70,76,58,64,69,35,65
Jérémy Grimm,RC Strasbourg,France Ligue 1,CDM,Silver,70,76,67,56,69,40,62
Fabio Depaoli,Sampdoria,Italy Serie A,RB,Silver,70,63,67,60,64,29,68
Connor Wickham,Crystal Palace,England Premier League,ST,Silver,70,81,66,48,68,31,58
Riccardo Gagliolo,Parma,Italy Serie A,LB,Silver,70,77,68,56,68,52,66
Romain Del Castillo,Stade Rennais,France Ligue 1,LM,Silver,70,58,61,68,70,53,45
Konstantinos Mavropanos,Arsenal,England Premier League,CB,Silver,70,71,64,71,71,46,57
Rúben Vinagre,Wolverhampton Wanderers,England Premier League,LWB,Silver,70,74,24,55,65,66,61
Simone Iacoponi,Parma,Italy Serie A,RB,Silver,70,70,61,67,72,49,58
Morgan Gibbs-White,Wolverhampton Wanderers,England Premier League,CM,Silver,70,80,63,62,68,35,65
Kévin N'Doram,FC Metz,France Ligue 1,CDM,Silver,70,68,46,61,65,66,69
Andrea Pinamonti,Genoa,Italy Serie A,ST,Silver,70,73,35,65,66,67,70
Wilfrid Kaptoum,Real Betis Balompié,Spain Primera Division,CM,Silver,70,78,54,59,70,64,75
Adam Bodzek,Fortuna Düsseldorf,Germany 1. Bundesliga,CDM,Silver,70,67,65,54,66,30,74
Taleb Tawatha,Eintracht Frankfurt,Germany 1. Bundesliga,LB,Silver,70,80,63,64,75,45,41
Charles Traoré,FC Nantes,France Ligue 1,LB,Silver,70,86,62,66,68,36,67
Jean-Victor Makengo,Toulouse FC,France Ligue 1,CM,Silver,70,46,30,33,53,70,77
Nehuén Paz,Bologna,Italy Serie A,CB,Silver,70,80,63,63,73,37,61
Marco Friedl,Werder Bremen,Germany 1. Bundesliga,CB,Silver,70,77,61,67,72,41,53
Lukas Klünter,Hertha BSC,Germany 1. Bundesliga,RB,Silver,70,71,58,67,68,63,63
Dominic Solanke,Bournemouth,England Premier League,ST,Silver,70,51,61,68,69,58,54
Robert Bauer,Werder Bremen,Germany 1. Bundesliga,RB,Silver,70,73,52,63,69,67,74
Théo Valls,Nîmes Olympique,France Ligue 1,CM,Silver,70,64,63,66,68,63,69
Fousseni Diabaté,Amiens SC,France Ligue 1,RW,Silver,70,47,44,57,50,69,74
Giangiacomo Magnani,Brescia,Italy Serie A,CB,Silver,70,82,38,58,69,65,70
Javi Moyano,Real Valladolid,Spain Primera Division,RB,Silver,70,65,62,64,68,66,69
Noah Joel Sarenren Bazee,FC Augsburg,Germany 1. Bundesliga,RM,Silver,70,74,58,65,75,38,56
Grégory Sertic,Olympique de Marseille,France Ligue 1,CDM,Silver,70,71,50,67,67,64,68
Mattias Svanberg,Bologna,Italy Serie A,CM,Silver,70,72,69,55,67,23,55
Rafał Kurzawa,Amiens SC,France Ligue 1,LM,Silver,70,63,31,42,47,68,74
Dennis Geiger,TSG 1899 Hoffenheim,Germany 1. Bundesliga,CM,Silver,70,71,51,62,65,67,66
Rodri Tarín,CD Leganés,Spain Primera Division,CB,Silver,70,75,65,64,70,44,67
Gabriele Moncini,Spal,Italy Serie A,ST,Silver,70,78,64,61,72,28,66
László Bénes,Borussia M'gladbach,Germany 1. Bundesliga,CAM,Silver,70,54,69,50,61,29,74
Marco Terrazzino,SC Freiburg,Germany 1. Bundesliga,LM,Silver,70,83,69,50,69,18,59
Petar Škuletić,Montpellier HSC,France Ligue 1,ST,Silver,70,81,69,62,71,34,67
Koray Günter,Hellas Verona,Italy Serie A,CB,Silver,70,49,26,43,47,68,73
Hamed Junior Traorè,Sassuolo,Italy Serie A,CAM,Silver,70,80,60,61,75,46,57
Issiaga Sylla,Toulouse FC,France Ligue 1,LB,Silver,70,80,66,61,73,28,61
Cristian Dell'Orco,Lecce,Italy Serie A,CB,Silver,70,88,61,56,74,37,59
Aymen Barkok,Fortuna Düsseldorf,Germany 1. Bundesliga,CM,Silver,70,74,58,68,69,54,63
Frédéric Sammaritano,Dijon FCO,France Ligue 1,LM,Silver,70,81,66,59,72,22,55
Ronaël Pierre-Gabriel,1. FSV Mainz 05,Germany 1. Bundesliga,RB,Silver,70,67,59,66,69,55,74
Reinildo,LOSC Lille,France Ligue 1,LB,Silver,70,75,65,68,72,56,60
José Arnáiz,CD Leganés,Spain Primera Division,LM,Silver,70,75,28,62,69,66,69
Aurélien Tchouaméni,Girondins de Bordeaux,France Ligue 1,CM,Silver,70,69,71,45,65,28,70
Alexander Esswein,Hertha BSC,Germany 1. Bundesliga,RM,Silver,70,61,38,48,58,66,77
Filip Bradarić,Cagliari,Italy Serie A,CM,Silver,70,88,65,51,70,27,72
Vasyl Kravets,CD Leganés,Spain Primera Division,LB,Silver,70,63,51,62,69,64,75
Arnaud Nordin,AS Saint-Étienne,France Ligue 1,LM,Silver,70,82,63,62,69,64,72
Robin Bormuth,Fortuna Düsseldorf,Germany 1. Bundesliga,CB,Silver,70,70,69,63,72,31,68
Sergio Córdova,FC Augsburg,Germany 1. Bundesliga,ST,Silver,70,80,62,64,70,63,73
Agustín Rogel,Toulouse FC,France Ligue 1,CB,Silver,69,78,39,59,68,67,78
Domagoj Bradarić,LOSC Lille,France Ligue 1,LB,Silver,69,81,67,63,69,44,68
Dejan Joveljić,Eintracht Frankfurt,Germany 1. Bundesliga,ST,Silver,69,75,52,62,80,34,44
Kai Pröger,SC Paderborn 07,Germany 1. Bundesliga,RM,Silver,69,62,61,70,67,57,67
Maxence Caqueret,Olympique Lyonnais,France Ligue 1,CM,Silver,69,69,45,67,65,69,67
Stiven Plaza,Real Valladolid,Spain Primera Division,ST,Silver,69,78,59,62,73,31,39
Youssouf Fofana,RC Strasbourg,France Ligue 1,CM,Silver,69,34,55,63,66,68,70
Iddrisu Baba,RCD Mallorca,Spain Primera Division,CDM,Silver,69,76,49,64,67,65,64
Javi Sánchez,Real Valladolid,Spain Primera Division,CB,Silver,69,73,46,62,66,61,75
Sancet,Athletic Club de Bilbao,Spain Primera Division,CM,Silver,69,86,65,60,74,26,58
Javi Hernández,Real Madrid,Spain Primera Division,CB,Silver,69,74,67,53,62,37,72
Marius Bülter,1. FC Union Berlin,Germany 1. Bundesliga,RM,Silver,69,74,40,60,60,66,73
Fran Gámez,RCD Mallorca,Spain Primera Division,RB,Silver,69,76,68,55,71,31,68
Musa Barrow,Atalanta,Italy Serie A,ST,Silver,69,72,43,71,70,66,75
Aguado,Real Valladolid,Spain Primera Division,CM,Silver,69,83,39,59,71,64,60
Guillermo Soto,Palestino,Chile Campeonato Nacional Scotiabank,RB,Silver,69,73,62,66,69,53,68
Federico Varela,CD Leganés,Spain Primera Division,CM,Silver,69,38,32,37,39,68,70
Ander Guevara,Real Sociedad,Spain Primera Division,CM,Silver,69,66,49,57,69,63,80
Tommaso Augello,Sampdoria,Italy Serie A,LB,Silver,69,82,54,67,70,60,66
Ibrahima Diallo,Stade Brestois 29,France Ligue 1,CDM,Silver,69,70,62,63,72,64,73
Ibrahima Niane,FC Metz,France Ligue 1,ST,Silver,69,86,39,47,68,67,68
Manuel Fernández,Audax Italiano,Chile Campeonato Nacional Scotiabank,CB,Silver,69,73,69,46,66,31,67
Cauly Oliveira Souza,SC Paderborn 07,Germany 1. Bundesliga,RM,Silver,69,82,44,61,62,63,70
Alex Pozo,Sevilla FC,Spain Primera Division,LM,Silver,69,76,43,65,66,67,72
Irvin Cardona,Stade Brestois 29,France Ligue 1,ST,Silver,69,89,65,53,66,23,74
Emanuele Ndoj,Brescia,Italy Serie A,CM,Silver,69,69,40,53,58,67,74
Yan Brice Eteki,Granada CF,Spain Primera Division,CDM,Silver,69,75,59,65,70,34,58
Martínez,Granada CF,Spain Primera Division,CB,Silver,69,77,69,62,68,31,74
Niklas Hauptmann,1. FC Köln,Germany 1. Bundesliga,CAM,Silver,69,71,69,63,68,24,70
Jacobo Kouffaty,Deportes Iquique,Chile Campeonato Nacional Scotiabank,CAM,Silver,69,76,68,56,64,29,70
Robin Le Normand,Real Sociedad,Spain Primera Division,CB,Silver,69,70,63,67,69,44,61
James Justin,Leicester City,England Premier League,RB,Silver,69,86,55,66,70,34,48
Jaime Carreño,Universidad Católica,Chile Campeonato Nacional Scotiabank,CM,Silver,69,65,64,72,71,38,57
Kastriot Dermaku,Parma,Italy Serie A,CB,Silver,69,65,39,54,56,68,77
Joshua Mees,1. FC Union Berlin,Germany 1. Bundesliga,LW,Silver,69,67,46,67,65,59,67
Gabriel Suazo,CD Viñazur,Chile Campeonato Nacional Scotiabank,CM,Silver,69,78,36,55,63,64,79
Matías Campos,Deportes Ñuñoa,Chile Campeonato Nacional Scotiabank,ST,Silver,69,63,64,73,67,48,57
Jeando Fuchs,Deportivo Alavés,Spain Primera Division,CDM,Silver,69,80,66,60,71,32,65
Harold Moukoudi,AS Saint-Étienne,France Ligue 1,CB,Silver,69,70,67,49,66,38,68
Señé,RCD Mallorca,Spain Primera Division,CAM,Silver,69,71,53,64,66,64,65
Nicolai Rapp,1. FC Union Berlin,Germany 1. Bundesliga,CB,Silver,69,74,65,68,69,39,70
Javi Muñoz,Deportivo Alavés,Spain Primera Division,CM,Silver,69,69,50,59,61,68,75
Oliver Burke,Deportivo Alavés,Spain Primera Division,ST,Silver,69,74,71,48,60,34,78
Branco Ampuero,Deportes Antofagasta,Chile Campeonato Nacional Scotiabank,CB,Silver,69,79,60,61,70,39,67
David García,CA Osasuna,Spain Primera Division,CB,Silver,69,69,46,64,60,64,78
Kike Barja,CA Osasuna,Spain Primera Division,LM,Silver,69,67,56,62,64,65,73
Andrés Vilches,CD Viñazur,Chile Campeonato Nacional Scotiabank,ST,Silver,69,62,51,59,60,68,74
Sheraldo Becker,1. FC Union Berlin,Germany 1. Bundesliga,RW,Silver,69,72,66,61,67,37,73
Leonardo Morosini,Brescia,Italy Serie A,CAM,Silver,69,79,46,61,69,66,65
Yerko Leiva,Union La Calera,Chile Campeonato Nacional Scotiabank,RM,Silver,69,60,59,61,57,69,73
Lorenzo Venuti,Fiorentina,Italy Serie A,RB,Silver,69,50,24,50,56,67,75
Quintillá,Villarreal CF,Spain Primera Division,LB,Silver,69,70,61,68,68,67,61
Abdallah Ndour,RC Strasbourg,France Ligue 1,LB,Silver,69,76,66,59,69,31,73
Tobías Figueroa,Deportes Antofagasta,Chile Campeonato Nacional Scotiabank,ST,Silver,69,80,66,55,72,30,70
Yulían Mejía,Unión Española,Chile Campeonato Nacional Scotiabank,CAM,Silver,69,62,65,70,69,33,79
Álvaro Ramos,Everton de Viña del Mar,Chile Campeonato Nacional Scotiabank,ST,Silver,69,71,70,56,68,27,59
Claudio Sepúlveda,Huachipato,Chile Campeonato Nacional Scotiabank,CDM,Silver,69,70,62,69,70,34,59
Farès Bahlouli,LOSC Lille,France Ligue 1,CAM,Silver,69,73,44,59,63,67,72
Leandro Benegas,Deportes Ñuñoa,Chile Campeonato Nacional Scotiabank,ST,Silver,69,67,50,58,64,66,60
Franz Schultz,Deportes Antofagasta,Chile Campeonato Nacional Scotiabank,RB,Silver,69,35,38,46,47,69,77
Ronald de la Fuente,CD Viñazur,Chile Campeonato Nacional Scotiabank,LB,Silver,69,48,52,52,45,67,79
José Luis Muñoz,O'Higgins,Chile Campeonato Nacional Scotiabank,LM,Silver,69,68,33,51,52,68,73
Nicolás Berardo,Coquimbo Unido,Chile Campeonato Nacional Scotiabank,LB,Silver,69,70,45,63,65,68,68
